,Produit,Prix,Type,Categorie,Niveau,Marque
1451,Ski occasion Elan Black Magic + fixations,89.0,Piste,Femme,Loisir,Elan
1452,Ski occasion Rossignol Bandit SC 74 + fixations,75.0,All mountain,Femme,Loisir sport,Rossignol
1453,Ski occasion Dynastar Cham 97 W + fixations,159.0,All mountain,Femme,Performant,Dynastar
1454,Ski occasion Movement Naos + fixations,99.0,All mountain,Femme,Loisir sport,Movement
1455,Ski occasion Rossignol Bandit SC 80 W + fixations,79.0,All mountain,Femme,Loisir sport,Rossignol
1456,Ski occasion Dynastar Legend Idyll + fixations,69.0,All mountain,Femme,Loisir,Dynastar
1457,Ski occasion Rossignol Bandit S74 W + fixations,79.0,All mountain,Femme,Loisir sport,Rossignol
1458,Ski occasion Rossignol Temptation 80 + fixations,149.0,All mountain,Femme,Performant,Rossignol
1459,Ski occasion Blizzard Alight 8.0 Ca + fixations,139.0,All mountain,Femme,Performant,Blizzard
1460,Ski occasion Rossignol Temptation 80 + fixations,109.0,All mountain,Femme,Loisir sport,Rossignol
1461,Ski occasion Salomon BBR 7.9 Sunlite + fixations,89.0,All mountain,Femme,Loisir,Salomon
1462,Ski occasion Dynastar Exclusive Idyll + fixations,69.0,All mountain,Femme,Performant,Dynastar
1463,Ski occasion Rossignol Temptation 82 + fixations,99.0,All mountain,Femme,Loisir sport,Rossignol
1464,Ski occasion Dynastar Glory 74 + fixations,129.0,All mountain,Femme,Loisir,Dynastar
1465,Ski occasion Black Crows Magnis Birdie + fixations,89.0,All mountain,Femme,Loisir sport,Autre
1466,Ski occasion Atomic Vantage 85 W + fixations,99.0,All mountain,Femme,Loisir sport,Atomic
1467,Ski occasion Elan Interra + fixations,89.0,All mountain,Femme,Loisir sport,Elan
1468,Ski occasion Rossignol Temptation 84 HD + fixations,159.0,All mountain,Femme,Loisir,Rossignol
1469,Ski occasion Black Crows Camox Birdie + fixations,219.0,All mountain,Femme,Performant,Autre
1470,Ski occasion Rossignol Temptation 80 + fixations,139.0,All mountain,Femme,Performant,Rossignol
1471,Ski occasion Atomic Affinity Pure + fixations,85.0,All mountain,Femme,Loisir sport,Atomic
1472,Ski occasion Movement Ultimate 88 + fixations,169.0,All mountain,Femme,Performant,Movement
1473,Ski occasion Atomic Affinity Series + fixations,89.0,All mountain,Femme,Loisir sport,Atomic
1474,Ski occasion Dynastar Exclusive Legend + fixations,75.0,All mountain,Femme,Loisir,Dynastar
1475,Ski occasion Salomon Constellation Astra + fixations,99.0,All mountain,Femme,Loisir,Salomon
1476,Ski occasion Atomic Heaven EZY 2 + fixations,49.0,All mountain,Femme,Loisir sport,Atomic
1477,Ski occasion Rossignol Temptation 77 + fixations,149.0,All mountain,Femme,Débutant,Rossignol
1478,Ski occasion Fischer My Pro MT 80 + fixations,169.0,All mountain,Femme,Performant,Fischer
1479,Ski occasion Blizzard Black Pearl 88 SP + fixations,179.0,All mountain,Femme,Performant,Blizzard
1480,Ski occasion Zag H 85 Lady + fixations,179.0,All mountain,Femme,Loisir sport,Zag
1481,Ski occasion Black Crows Captis Birdie + fixations,239.0,All mountain,Femme,Loisir sport,Autre
1482,Ski occasion K2 Luv Struck 80 + fixations,149.0,All mountain,Femme,Loisir,K2
1483,Ski occasion Elan Wildcat 82 C + fixations,139.0,All mountain,Femme,Performant,Elan
1484,Ski occasion Elan Wildcat 86 CX + fixations,159.0,All mountain,Femme,Performant,Elan
1485,Ski occasion Elan Wildcat 76 + fixations,159.0,All mountain,Femme,Performant,Elan
1486,Ski occasion Volkl Yumi 84 + fixation,139.0,All mountain,Femme,Loisir sport,Volkl
1487,Ski occasion Nordica Astral 84 Ti + fixations,129.0,All mountain,Femme,Performant,Nordica
1488,Ski occasion Rossignol Experience 80x + fixations,229.0,All mountain,Femme,Loisir sport,Rossignol
1489,Ski occasion Fischer My Pro MT 86 + fixations,129.0,All mountain,Femme,Performant,Fischer
1490,Ski occasion Salomon Q 88 Lux + fixations,89.0,All mountain,Femme,Loisir,Salomon
1491,Ski occasion Elan Delight Prime + fixations,99.0,All mountain,Femme,Loisir,Elan
1492,Ski occasion Elan Diamond Style + fixations,79.0,All mountain,Femme,Loisir,Elan
1493,Ski occasion Atomic Vantage Polarity + fixations,69.0,All mountain,Femme,Loisir sport,Atomic
1494,Ski occasion Movement Flair + fixations,159.0,All mountain,Femme,Performant,Movement
1495,Ski occasion Salomon Lagoon + fixations,69.0,All mountain,Femme,Débutant,Salomon
1496,Ski occasion Dynastar E Cross 82 + fixations,239.0,All mountain,Femme,Loisir sport,Dynastar
1497,Ski occasion Scott Aztec Maya + fixations,75.0,All mountain,Femme,Loisir,Scott
1498,Ski occasion Elan Twilight Pro + fixations,159.0,All mountain,Femme,Loisir sport,Elan
1499,Ski occasion Rossignol Spicy 7 + fixations,189.0,All mountain,Femme,Loisir,Rossignol
1500,Ski occasion Blizzard Black Pearl 88 SP + fixations,199.0,All mountain,Mixte,Performant,Blizzard
1501,Ski occasion Movement Icon 89 Carbon + fixations,239.0,All mountain,Femme,Performant,Movement
1502,Ski occasion Dynastar E Cross 80 + fixations,199.0,All mountain,Femme,Performant,Dynastar
1503,Ski occasion Blizzard Black Pearl 82 SP + fixations,79.0,All mountain,Femme,Loisir sport,Blizzard
1504,Ski occasion Nordica Belle to Belle Balsa + fixations,139.0,All mountain,Femme,Loisir,Nordica
1505,Ski occasion Movement POP + fixations,169.0,All mountain,Femme,Loisir sport,Movement
1506,Ski occasion K2 Mindbender 89 TI W + fixations,139.0,All mountain,Femme,Performant,K2
1507,Ski occasion Dynastar E 4x4 5 + fixations,99.0,All mountain,Femme,Performant,Dynastar
1508,Ski occasion Polaire Star Pt 84 + fixations,149.0,All mountain,Femme,Performant,Autre
1509,Ski occasion Dynastar Exclusive Fluid + fixations,75.0,Piste,Femme,Performant,Dynastar
1510,Ski occasion Dynastar Exclusive Trendy + fixations,79.0,Piste,Femme,Performant,Dynastar
1511,Ski occasion Head Epic Joy + fixations,109.0,Piste,Femme,Performant,Head
1512,Ski occasion Salomon S Max W 8 + fixations,229.0,Piste,Femme,Performant,Salomon
1513,Ski occasion Atomic Cloud 9 + fixations,119.0,Piste,Femme,Performant,Atomic
1514,Ski occasion Dynastar Light Elite + fixations,89.0,Piste,Femme,Loisir sport,Dynastar
1515,Ski occasion Rossignol Unique 10 + fixations,109.0,Piste,Femme,Performant,Rossignol
1516,Ski occasion Dynastar Active Pro + fixations,119.0,Piste,Femme,Performant,Dynastar
1517,Ski occasion Blizzard Viva 700 Ti IQ + fixations,89.0,Piste,Femme,Performant,Blizzard
1518,Ski occasion Head Mya N°5 + fixations,59.0,Piste,Femme,Performant,Head
1519,Ski occasion Salomon W MAX 10 + fixations,149.0,Piste,Femme,Performant,Salomon
1520,Ski occasion Rossignol Unique 4 + fixations,69.0,Piste,Femme,Performant,Rossignol
1521,Ski occasion Elan Insomnia W + fixations,79.0,Piste,Femme,Performant,Elan
1522,Ski occasion Elan Mystic + fixations,95.0,Piste,Femme,Loisir sport,Elan
1523,Ski occasion Elan Inspire Fusion + fixations,79.0,Piste,Femme,Performant,Elan
1524,Ski occasion Rossignol Unique 4S + fixations,79.0,Piste,Femme,Performant,Rossignol
1525,Ski occasion Elan Speed Magic + fixations,99.0,Piste,Femme,Performant,Elan
1526,Ski occasion Salomon W MAX 8 + fixations,119.0,Piste,Femme,Performant,Salomon
1527,Ski occasion Salomon W pro + fixations,85.0,Piste,Femme,Performant,Salomon
1528,Ski occasion Atomic Cloud 11 + fixations,89.0,Piste,Femme,Loisir sport,Atomic
1529,Ski occasion Head Super Joy + fixations,159.0,Piste,Femme,Loisir sport,Head
1530,Ski occasion Head Pure Joy + fixations,99.0,Piste,Femme,Performant,Head
1531,Ski occasion Elan Wave Magic + fixations,109.0,Piste,Femme,Performant,Elan
1532,Ski occasion Elan Speed Magic + fixations,89.0,Piste,Femme,Performant,Elan
1533,Ski occasion Head Epic Joy + fixations,119.0,Piste,Femme,Performant,Head
1534,Ski occasion Rossignol Unique 6 + fixations,69.0,Piste,Femme,Performant,Rossignol
1535,Ski occasion Elan Delight Supreme + fixations,129.0,Piste,Femme,Performant,Elan
1538,Ski occasion Elan Amphibio Insomnia + fixations,139.0,Piste,Femme,Loisir sport,Elan
1539,Ski occasion Volkl Flair SC + fixations,129.0,Piste,Femme,Performant,Volkl
1540,Ski occasion Stockli Axis Motion + fixations,149.0,Piste,Femme,Loisir sport,Autre
1541,Ski occasion Elan Inspire + fixations,99.0,Piste,Femme,Loisir sport,Elan
1542,Ski occasion Volkl Flair SC + fixations,79.0,Piste,Femme,Loisir sport,Volkl
1543,Ski occasion Salomon S Max n°8 + fixations,189.0,Polyvalent,Femme,Performant,Salomon
1544,Ski occasion Blizzard Phoenix R14 Pro W + fixations,259.0,Piste,Femme,Performant,Blizzard
1545,Ski occasion Atomic Cloud Pro + fixations,159.0,Piste,Femme,Performant,Atomic
1546,Ski occasion Lacroix Pearl + fixations,149.0,Piste,Femme,Loisir sport,Lacroix
1547,Ski occasion Fischer the Curv DTI + fixations,159.0,Piste,Femme,Performant,Fischer
1548,Ski occasion Atomic Cloud C9 + fixations,199.0,Piste,Femme,Performant,Atomic
1549,Ski occasion Blizzard Phoenix Ca + fixations,159.0,Piste,Femme,Loisir sport,Blizzard
1550,Ski occasion Salomon S/Max n°12+ fixations,219.0,Piste,Femme,Performant,Salomon
1551,Ski occasion Nordica Sentra S6 + fixations,139.0,Piste,Femme,Performant,Nordica
1552,Ski occasion Dynastar Intense 12 + fixations,159.0,Piste,Femme,Performant,Dynastar
1554,Ski occasion Rossignol Strato + fixations,229.0,Piste,Femme,Loisir sport,Rossignol
1555,Ski occasion Salomon S Max n°10 + fixations,179.0,Piste,Femme,Performant,Salomon
1556,Ski occasion Salomon Tous Modèles à 29 € + fixations,29.0,Piste,Mixte,Loisir,Salomon
1557,Ski occasion Volkl tous modèles à 29 € + fixations,29.0,Piste,Mixte,Loisir,Volkl
1558,Ski occasion Dynastar tous modèles à 29€ + fixations,29.0,Piste,Mixte,Loisir,Dynastar
1559,Ski occasion toutes marques tous modèles à 29€ + fixations,29.0,Piste,Mixte,Loisir,Autre
1560,Ski occasion Rossignol Actys 150/200 + fixations,45.0,Piste,Mixte,Loisir,Rossignol
1561,Ski occasion Head Clever + fixations,49.0,Piste,Mixte,Débutant,Head
1562,Ski occasion Fischer XTR Hybrid + fixations,59.0,Piste,Mixte,Loisir,Fischer
1563,Ski occasion Nordica Gransport S7 + fixations,29.0,Polyvalent,Mixte,Loisir,Nordica
1564,Ski occasion Fischer XTR Motive + fixation,65.0,Piste,Mixte,Loisir,Fischer
1565,Ski occasion Atomic VarioFiber + Fixations,39.0,Piste,Mixte,Débutant,Atomic
1566,Ski occasion Elan Morpheo 8 + fixations,89.0,Piste,Mixte,Loisir,Elan
1567,Ski occasion Rossignol Alias 74 LTD + fixations,69.0,Piste,Mixte,Loisir,Rossignol
1568,Ski occasion Atomic Nomad Magnet + fixations,89.0,Piste,Mixte,Loisir sport,Atomic
1569,Ski occasion Volkl RTM + fixations,69.0,Piste,Mixte,Loisir,Volkl
1570,Ski occasion Volkl RTM 75 + fixations,65.0,Polyvalent,Mixte,Loisir,Volkl
1571,Ski occasion Elan E Rise Explore 70 + fixations,59.0,Piste,Mixte,Loisir,Elan
1572,Ski occasion Salomon X Wing 500 + fixations,89.0,Polyvalent,Mixte,Loisir,Salomon
1573,Ski occasion Head Big Easy Classic + fixations,79.0,Piste,Mixte,Débutant,Head
1574,Ski occasion Volkl RTM 7.4 + fixations,89.0,Polyvalent,Mixte,Loisir,Volkl
1575,Ski occasion Rossignol Experience 74 + fixations,69.0,Polyvalent,Mixte,Loisir,Rossignol
1576,Ski occasion Blizzard Race RCC + Fixation,89.0,Piste,Mixte,Loisir sport,Blizzard
1577,Ski occasion Rossignol Pursuit 300 + fixations,129.0,Piste,Mixte,Loisir sport,Rossignol
1578,Ski occasion Rossignol Viper HP RC 16 + fixations,79.0,Piste,Mixte,Débutant,Rossignol
1579,Ski occasion Dynastar Outland 75 Pro + fixations,79.0,Piste,Mixte,Loisir sport,Dynastar
1580,Ski occasion Rossignol Pursuit X Carbon + fixations,139.0,Piste,Mixte,Loisir sport,Rossignol
1581,Ski occasion Atomic ETL + fixations,39.0,Piste,Mixte,Débutant,Atomic
1582,Ski occasion Dynastar Vectra RL + fixations,59.0,Piste,Mixte,Loisir,Dynastar
1583,Ski occasion Dynastar Outland 72 4x4 + fixations,69.0,Piste,Mixte,Loisir,Dynastar
1584,Ski occasion Elan Explore 8 + fixations,79.0,Piste,Mixte,Loisir,Elan
1585,Ski occasion Wedze Xlander 500 + fixations,79.0,Piste,Mixte,Loisir,Wedze
1586,Ski occasion Head Primal Instinct + fixations,109.0,Piste,Mixte,Loisir,Head
1587,Ski occasion Salomon X Max XR + fixations,99.0,Piste,Mixte,Loisir,Salomon
1588,Ski occasion Elan Explore 6 + fixations,59.0,Piste,Mixte,Loisir,Elan
1589,Ski occasion Elan Waveflex 10 + fixations,89.0,Piste,Mixte,Loisir,Elan
1590,Ski occasion Head Shape RX + fixations,99.0,Piste,Mixte,Loisir,Head
1591,Ski occasion Blizzard RTX Power + fixations,89.0,Piste,Mixte,Loisir,Blizzard
1592,Ski occasion Volkl Deacon 7.4 + fixations,99.0,Piste,Mixte,Loisir sport,Volkl
1593,Ski occasion Fischer my MT 80 + fixations,149.0,Piste,Mixte,Loisir,Fischer
1594,Ski occasion Head Ambition 83 + fixations,139.0,Piste,Mixte,Loisir,Head
1595,Ski occasion Rossignol Experience 76X + fixations,99.0,Piste,Mixte,Loisir,Rossignol
1596,Ski occasion Marcel Livet Gaspard + fixations,269.0,Piste,Mixte,Loisir sport,Marcel Livet
1597,Ski occasion Atomic Redster X5 + fixations,89.0,Piste,Mixte,Loisir,Atomic
1598,Ski occasion Salomon Distance 72 + fixations,59.0,Piste,Mixte,Débutant,Salomon
1599,Ski occasion Volkl RTM 76 Elite + fixations,139.0,Polyvalent,Mixte,Loisir sport,Volkl
1600,Ski occasion Head V Shape LYT V6 + fixations,179.0,Polyvalent,Mixte,Loisir,Head
1601,Ski occasion Fischer XTR Race + fixations,139.0,Piste,Mixte,Loisir,Fischer
1602,Ski occasion Volkl RTM 75 + fixations,99.0,Polyvalent,Mixte,Loisir,Volkl
1603,Ski occasion Volkl RTM 76 + fixations,99.0,Polyvalent,Mixte,Loisir sport,Volkl
1604,Ski occasion K2 Konic 76 Chief + fixations,89.0,Polyvalent,Mixte,Loisir,K2
1605,Ski occasion Kastle LX 82 + fixations,139.0,Piste,Mixte,Loisir sport,Kastle
1606,Ski occasion K2 Amp Force + fixations,89.0,Piste,Mixte,Loisir,K2
1607,Ski occasion Elan Element + fixations,79.0,Piste,Mixte,Loisir,Elan
1608,Ski occasion Rossignol Pursuit RTL X + fixations,79.0,Piste,Mixte,Loisir,Rossignol
1609,Ski occasion Elan Element + fixations,99.0,Piste,Mixte,Loisir,Elan
1610,Ski occasion Salomon X Drive SR + Fixations,79.0,Polyvalent,Mixte,Loisir,Salomon
1611,Ski occasion Fischer Viron XTR + fixations,65.0,Piste,Mixte,Débutant,Fischer
1612,Ski occasion Stockli Axis pro + fixations,139.0,Piste,Mixte,Loisir sport,Autre
1613,Ski occasion Atomic SR Plus + fixations,109.0,Piste,Mixte,Loisir,Atomic
1614,Ski occasion Rossignol Demo Delta + fixations,99.0,Piste,Mixte,Loisir sport,Rossignol
1615,Ski occasion MC KINLEY Flyte AM + fixations,109.0,All mountain,Mixte,Loisir sport,Autre
1616,Ski occasion Rossignol Zenith Limited + fixations,89.0,Piste,Mixte,Loisir,Rossignol
1617,Ski occasion Stockli Spirit Motion + fixations,149.0,Piste,Adulte,Loisir sport,Autre
1618,Ski occasion Dynastar D Stinct RL + fixations,59.0,Piste,Mixte,Débutant,Dynastar
1619,Ski occasion Rossignol alias 74 + fixations,89.0,Polyvalent,Mixte,Loisir,Rossignol
1620,Ski occasion Elan Ripstick amphibio + fixations,179.0,Piste,Mixte,Loisir sport,Elan
1621,Ski occasion Rossignol React RTX FIBER + fixations,109.0,Piste,Mixte,Loisir,Rossignol
1622,Ski occasion Dynastar Legend X 80 + fixations,109.0,All mountain,Homme,Loisir sport,Dynastar
1623,Ski occasion Rossignol React 2 premium carbon + fixations,129.0,Piste,Homme,Loisir,Rossignol
1624,Ski occasion Blizzard XCR + fixations,139.0,Polyvalent,Mixte,Loisir,Blizzard
1625,Ski occasion Volkl Unlimited AC Motion + fixations,59.0,Piste,Mixte,Loisir sport,Volkl
1626,Ski occasion Wedze Boost 580 + fixations,99.0,Piste,Mixte,Loisir sport,Wedze
1627,Ski occasion Wedze 500 + fixations,89.0,Piste,Mixte,Loisir,Wedze
1628,Ski occasion Dynastar M Freeski 75 + fixations,139.0,Piste,Mixte,Loisir,Dynastar
1629,Ski occasion Volkl Deacon XTD Elite + fixations,149.0,Polyvalent,Mixte,Loisir sport,Volkl
1630,Ski occasion Head WC Rebels E-SLR SW + fixations,169.0,Piste,Mixte,Compétition,Head
1631,Ski occasion Head Shape SX + fixations,129.0,Piste,Mixte,Loisir,Head
1632,Ski occasion Salomon S Force AM 76 + fixations,129.0,Piste,Mixte,Loisir,Salomon
1633,Ski occasion Head Shape 3.0 + fixations,119.0,Piste,Mixte,Débutant,Head
1634,Ski occasion Wedze Boost 500 + fixations,89.0,Piste,Mixte,Débutant,Wedze
1635,Ski occasion Elan Element + fixations,99.0,Piste,Mixte,Loisir,Elan
1636,Ski occasion Dynastar Speed 4x4 363 ti  + fixations,259.0,Polyvalent,Mixte,Loisir sport,Dynastar
1637,Ski occasion Volkl Unlimited AC 3 + fixations,99.0,Piste,Mixte,Loisir sport,Volkl
1638,Ski occasion Head V Shape LYT V6 + fixations,79.0,Polyvalent,Mixte,Loisir sport,Head
1639,Ski occasion Volkl RTM 75 + fixations,89.0,Polyvalent,Mixte,Loisir,Volkl
1640,Ski occasion Volkl Deacon XT + fixations,109.0,Piste,Mixte,Loisir sport,Volkl
1641,Ski occasion Rossignol Zenith Z3 + fixations,79.0,Piste,Mixte,Loisir sport,Rossignol
1642,Ski occasion Elan Explore 8 + fixations,79.0,Piste,Mixte,Loisir,Elan
1643,Ski occasion Rossignol Zenith ZX Carbon + fixations,79.0,Piste,Mixte,Loisir,Rossignol
1644,Ski occasion Salomon X Wing 6R + fixations,89.0,All mountain,Mixte,Loisir,Salomon
1645,Ski occasion Rossignol Bandit SC 80 + fixations,89.0,All mountain,Mixte,Loisir sport,Rossignol
1646,Ski occasion Elan Waveflex 82 XTi + fixations,79.0,All mountain,Mixte,Compétition,Elan
1647,Ski occasion Dynastar Powertrack 89 Ti + fixations,209.0,All mountain,Mixte,Performant,Dynastar
1648,Ski occasion Dynastar Powertrack 79 R  + fixations,129.0,All mountain,Mixte,Loisir sport,Dynastar
1649,Ski occasion Salomon X Wing Tornado Ti + fixations,129.0,All mountain,Mixte,Performant,Salomon
1650,Ski occasion Dynastar Legend Sultan 80 + fixations,119.0,All mountain,Mixte,Performant,Dynastar
1651,Ski occasion Rossignol Bandit B3 + fixations,99.0,All mountain,Mixte,Loisir sport,Rossignol
1652,Ski occasion Scott The Ski + fixations,99.0,All mountain,Mixte,Performant,Scott
1653,Ski occasion Scott Aztec + fixations,99.0,All mountain,Mixte,Loisir sport,Scott
1654,Ski occasion Scott Black Magic + fixations,69.0,All mountain,Mixte,Performant,Scott
1655,Ski occasion Rossignol Experience 80X HD + fixations,149.0,All mountain,Mixte,Loisir sport,Rossignol
1656,Ski occasion Dynastar Legend 85 + fixations,59.0,All mountain,Mixte,Loisir sport,Dynastar
1657,Ski occasion Salomon BBR V Shape 8.0 + fixations,89.0,All mountain,Mixte,Loisir sport,Salomon
1658,Ski occasion Dynastar Outland 75 + fixations,89.0,All mountain,Mixte,Loisir sport,Dynastar
1659,Ski occasion Fischer Pro MTN 86 Ti + fixations,119.0,All mountain,Mixte,Performant,Fischer
1660,Ski occasion Kastle MX 84 + fixations,119.0,All mountain,Mixte,Performant,Kastle
1661,Ski occasion Volkl RTM 8.0 + fixations,89.0,All mountain,Mixte,Loisir sport,Volkl
1662,Ski occasion Kastle MX 88 + fixations,89.0,All mountain,Mixte,Performant,Kastle
1663,Ski occasion Dynastar Legend 8000 + fixations,119.0,All mountain,Mixte,Performant,Dynastar
1664,Ski occasion Rossignol Experience 88 HD + fixations,139.0,All mountain,Mixte,Performant,Rossignol
1665,Ski occasion Rossignol Experience 88 Basalt + fixations,249.0,All mountain,Mixte,Performant,Rossignol
1666,Ski occasion Dynastar Legend Mythic Rider + fixations,129.0,All mountain,Mixte,Performant,Dynastar
1667,Ski occasion Scott Slight 93 + fixations,179.0,All mountain,Mixte,Performant,Scott
1668,Ski occasion Scott The Ski + fixations,169.0,All mountain,Mixte,Performant,Scott
1669,Ski occasion Dynastar Legend X 88 + fixations,159.0,All mountain,Mixte,Performant,Dynastar
1670,Ski occasion Fischer XTR Pro MTN 80 + fixations,109.0,All mountain,Mixte,Loisir sport,Fischer
